x, y
8.092465753424658, 0.04043196544276458
8.047945205479452, 0.05010799136069115
8.017123287671232, 0.05892008639308856
7.98110731987104, 0.06773218142548597
7.943436086994328, 0.07585313174946005
7.905764854117615, 0.08224622030237581
7.868093621240903, 0.08933045356371491
7.8269977308299445, 0.09606911447084233
7.7893264979532315, 0.10125269978401728
7.76192923767926, 0.10609071274298057
7.724258004802547, 0.11265658747300217
7.6865867719258345, 0.11611231101511879
7.642066223980629, 0.12233261339092873
7.607819648638163, 0.12578833693304536
7.566723758227205, 0.13062634989200864
7.5393264979532315, 0.1325269978401728
7.494805950008026, 0.13580993520518359
7.460559374665561, 0.13840172786177107
7.416038826720355, 0.1413390928725702
7.3852169089121364, 0.14358531317494602
7.347545676035423, 0.14634989200863932
7.313299100692958, 0.14669546436285097
7.275627867816246, 0.1484233261339093
7.24138129247378, 0.15153347732181427
7.200285402062821, 0.15291576673866092
7.159189511651862, 0.1544708423326134
7.13179225137789, 0.15688984881209503
7.049600470555972, 0.15948164146868252
7.01192923767926, 0.1587904967602592
7.094121018501177, 0.1577537796976242
6.98110731987104, 0.16017278617710584
6.940011429460081, 0.15930885529157668
6.905764854117615, 0.15982721382289417
6.87151827877515, 0.16069114470842333
6.830422388364191, 0.15982721382289417
6.7893264979532315, 0.15844492440604752
6.713984032199807, 0.15550755939524838
6.748230607542273, 0.15654427645788338
6.6797374568573415, 0.15688984881209503
5.347545676035423, 0.06272138228941684
5.38179225137789, 0.0706695464362851
5.422888141788849, 0.07637149028077754
5.450285402062821, 0.08190064794816415
5.4879566349395335, 0.08639308855291578
5.525627867816246, 0.09157667386609071
5.570148415761452, 0.09520518358531319
5.607819648638164, 0.09866090712742981
5.648915539049122, 0.10280777537796977
5.676312799323095, 0.10660907127429806
5.710559374665561, 0.10954643628509719
5.755079922610766, 0.1123110151187905
5.792751155487479, 0.11611231101511879
5.837271703432684, 0.11784017278617712
5.868093621240903, 0.12112311015118792
5.898915539049122, 0.12319654427645789
5.9297374568573415, 0.12803455723542118
5.9708333472683, 0.12786177105831534
6.015353895213506, 0.1297624190064795
6.049600470555972, 0.13235421166306696
6.0769977308299445, 0.13442764578833694
6.12151827877515, 0.1380561555075594
6.155764854117615, 0.1380561555075594
6.196860744528575, 0.14099352051835853
6.2379566349395335, 0.13995680345572356
6.2824771828847386, 0.14099352051835853
6.309874443158711, 0.14323974082073435
6.347545676035423, 0.1441036717062635
6.378367593843643, 0.14721382289416848
6.422888141788849, 0.14911447084233262
6.498230607542273, 0.1506695464362851
6.453710059597068, 0.15084233261339094
6.5324771828847386, 0.1522246220302376
6.570148415761452, 0.15205183585313176
6.61124430617241, 0.15360691144708424
6.648915539049122, 0.15481641468682505
